0;1
1;2
2;1
3;1
4;1
5;1
6;0
7;1
8;1
9;2
10;1
11;1
12;1
13;1
14;1
15;1
16;1
17;1
18;1
19;2
20;1
21;1
22;1
23;1
24;1
25;2
26;0
27;1
28;2
29;1
30;1
31;1
32;2
33;1
34;1
35;2
36;1
37;1
38;1
39;1
40;1
41;1
42;1
43;0
44;1
45;1
46;1
47;1
48;1
49;2
50;1
51;1
52;1
53;1
54;1
55;1
56;2
57;1
58;2
59;1
60;1
61;1
62;1
63;2
64;1
65;1
66;1
67;1
68;1
69;1
70;1
71;1
72;1
73;1
74;1
75;1
76;1
77;0
78;1
79;0
80;1
81;1
82;2
83;0
84;1
85;0
86;2
87;2
88;1
89;0
90;1
91;0
92;1
93;1
94;1
95;1
96;2
97;1
98;0
99;1
100;1
101;1
102;2
103;0
104;1
105;1
106;1
107;1
108;2
109;1
110;1
111;1
112;1
113;1
114;1
115;2
116;2
117;2
118;1
119;2
120;1
121;1
122;1
123;1
124;1
125;1
126;1
127;2
128;1
129;2
130;1
131;1
132;1
133;1
134;1
135;1
136;1
137;2
138;1
139;1
140;0
141;1
142;1
143;1
144;0
145;1
146;1
147;2
148;1
149;1
150;2
151;1
152;2
153;1
154;1
155;1
156;1
157;1
158;1
159;1
160;1
161;1
162;1
163;1
164;1
165;1
166;1
167;1
168;1
169;1
170;1
171;1
172;1
173;1
174;1
175;2
176;0
177;1
178;1
179;1
180;1
181;0
182;1
183;1
184;2
185;1
186;1
187;1
188;2
189;2
190;1
191;1
192;1
193;1
194;1
195;0
196;1
197;1
198;1
199;2
200;1
201;1
202;1
203;2
204;2
205;0
206;1
207;1
208;1
209;1
210;1
211;1
212;1
213;1
214;1
215;1
216;2
217;1
218;1
219;1
220;1
221;0
222;0
223;1
224;1
225;2
226;1
227;1
228;1
229;1
230;1
231;1
232;1
233;1
234;1
235;1
236;1
237;1
238;1
239;2
240;2
241;1
242;1
243;2
244;2
245;1
246;2
247;1
248;1
249;1
250;1
251;1
252;1
253;1
254;1
255;1
256;0
257;1
258;2
259;1
260;1
261;2
262;1
263;1
264;2
265;1
266;1
267;2
268;2
269;2
270;1
271;1
272;2
273;2
274;1
275;1
276;1
277;1
278;1
279;1
280;0
281;1
282;1
283;1
284;1
285;1
286;1
287;1
288;1
289;1
290;0
291;1
292;0
293;1
294;1
295;2
296;1
297;1
298;1
299;1
300;1
301;1
302;1
303;1
304;1
305;1
306;1
307;1
308;1
309;1
310;1
311;1
312;1
313;1
314;1
315;1
316;1
317;2
318;1
319;1
320;2
321;1
322;1
323;2
324;0
325;1
326;1
327;1
328;1
329;1
330;2
331;1
332;2
333;1
334;2
335;2
336;1
337;1
338;2
339;1
340;1
341;1
342;1
343;1
344;1
345;1
346;1
347;1
348;1
349;2
350;1
351;1
352;2
353;1
354;2
355;1
356;2
357;1
358;1
359;1
360;1
361;1
362;0
363;1
364;1
365;1
366;1
367;1
368;0
369;1
370;1
371;1
372;1
373;1
374;1
375;1
376;2
377;1
378;0
379;2
380;2
381;0
382;1
383;0
384;2
385;2
386;1
387;1
388;1
389;1
390;1
391;1
392;0
393;1
394;1
395;1
396;1
397;1
398;2
399;1
400;1
401;1
402;1
403;1
404;1
405;1
406;2
407;1
408;1
409;1
410;1
411;1
412;2
413;1
414;2
415;1
416;2
417;1
418;2
419;1
420;1
421;1
422;1
423;1
424;1
425;1
426;1
427;1
428;1
429;2
430;1
431;1
432;1
433;1
434;2
435;2
436;1
437;2
438;1
439;0
440;1
441;1
442;1
443;1
444;1
445;0
446;2
447;1
448;0
449;0
450;1
451;1
452;2
453;2
454;1
455;0
456;2
457;1
458;1
459;2
460;1
461;1
462;1
463;1
464;0
465;1
466;2
467;1
468;1
469;1
470;2
471;1
472;0
473;2
474;1
475;1
476;1
477;1
478;1
479;1
480;0
481;1
482;2
483;1
484;2
485;2
486;1
487;2
488;1
489;2
490;1
491;1
492;1
493;1
494;1
495;2
496;1
497;1
498;1
499;1
500;1
501;1
502;1
503;1
504;1
505;1
506;1
507;2
508;1
509;1
510;0
511;1
512;1
513;1
514;1
515;1
516;2
517;1
518;1
519;1
520;1
521;1
522;1
523;2
524;1
525;1
526;1
527;1
528;1
529;1
530;1
531;1
532;1
533;1
534;1
535;2
536;1
537;1
538;1
539;2
540;1
541;0
542;1
543;2
544;2
545;1
546;1
547;1
548;0
549;1
550;1
551;1
552;2
553;1
554;2
555;1
556;1
557;1
558;1
559;1
560;1
561;1
562;1
563;2
564;1
565;1
566;1
567;2
568;1
569;1
570;1
571;0
572;1
573;2
574;0
575;1
576;1
577;1
578;1
579;1
580;1
581;1
582;1
583;1
584;1
585;1
586;1
587;2
588;1
589;2
590;1
591;1
592;1
593;1
594;0
595;1
596;1
597;1
598;1
599;1
600;2
601;1
602;1
603;1
604;1
605;1
606;1
607;1
608;1
609;1
610;2
611;1
612;1
613;1
614;1
615;1
616;1
617;1
618;0
619;1
620;1
621;2
622;1
623;2
624;1
625;1
626;1
627;1
628;1
629;2
630;1
631;2
632;0
633;0
634;1
635;1
636;1
637;1
638;1
639;0
640;1
641;1
642;1
643;2
644;1
645;2
646;1
647;1
648;1
649;1
650;1
651;2
652;1
653;1
654;1
655;1
656;1
657;1
658;1
659;2
660;1
661;1
662;1
663;1
664;0
665;1
666;1
667;1
668;1
669;1
670;1
671;2
672;2
673;1
674;2
675;0
676;1
677;0
678;1
679;2
680;1
681;1
682;2
683;1
684;1
685;1
686;2
687;2
688;1
689;1
690;1
691;1
692;2
693;1
694;1
695;1
696;1
697;1
698;1
699;1
700;2
701;1
702;1
703;0
704;1
705;2
706;2
707;1
708;1
709;1
710;1
711;1
712;1
713;1
714;1
715;1
716;1
717;1
718;0
719;1
720;1
721;1
722;1
723;1
724;1
725;1
726;1
727;1
728;2
729;2
730;1
731;1
732;2
733;2
734;1
735;1
736;2
737;1
738;2
739;1
740;1
741;1
742;1
743;1
744;2
745;0
746;1
747;1
748;1
749;1
750;1
751;1
752;2
753;1
754;1
755;2
756;2
757;1
758;1
759;1
760;2
761;2
762;0
763;1
764;1
765;1
766;1
767;1
768;0
769;2
770;1
771;1
772;1
773;2
774;1
775;1
776;1
777;1
778;0
779;1
780;1
781;2
782;1
783;1
784;2
785;1
786;1
787;1
788;1
789;2
790;1
791;1
792;0
793;1
794;1
795;1
796;1
797;1
798;1
799;1
800;1
801;1
802;1
803;1
804;1
805;1
806;1
807;1
808;1
809;1
810;1
811;1
812;1
813;1
814;1
815;1
816;1
817;1
818;1
819;1
820;1
821;1
822;1
823;2
824;2
825;1
826;1
827;1
828;1
829;1
830;1
831;1
832;2
833;1
834;1
835;1
836;0
837;1
838;2
839;1
840;1
841;2
842;1
843;1
844;1
845;1
846;1
847;2
848;1
849;2
850;1
851;0
852;1
853;1
854;1
855;1
856;2
857;1
858;1
859;2
860;1
861;1
862;2
863;1
864;1
865;2
866;0
867;2
868;1
869;1
870;1
871;2
872;1
873;2
874;1
875;1
876;1
877;1
878;1
879;1
880;1
881;1
882;1
883;2
884;2
885;1
886;1
887;1
888;1
889;1
890;1
891;1
892;1
893;1
894;0
895;1
896;1
897;2
898;1
899;1
900;1
901;1
902;1
903;2
904;0
905;1
906;0
907;1
908;1
909;1
910;1
911;1
912;2
913;1
914;1
915;1
916;2
917;1
918;2
919;1
920;1
921;1
922;1
923;1
924;0
925;2
926;1
927;1
928;2
929;2
930;1
931;1
932;1
933;1
934;1
935;2
936;1
937;2
938;1
939;1
940;1
941;1
942;1
943;1
944;1
945;1
946;2
947;2
948;1
949;1
950;1
951;1
952;0
953;1
954;1
955;1
956;1
957;1
958;1
959;1
960;1
961;1
962;1
963;1
964;1
