7931;1
23575;0
5216;0
15771;1
26454;1
18974;0
20146;1
22477;0
10034;0
26049;1
45;1
29467;1
32723;1
36031;0
20304;0
18227;1
15817;0
10553;0
23229;1
23192;0
15954;1
2174;0
30158;1
22372;0
29047;0
8992;0
24780;1
20661;0
7329;1
6740;0
34445;0
35365;0
21402;1
18488;0
26597;1
3002;1
31797;1
19669;0
25647;0
16413;0
9458;1
4837;0
18423;1
17746;0
12645;1
15025;1
3754;1
32388;0
21716;1
10492;0
9321;0
24822;1
11722;0
33645;0
13868;1
2091;0
33910;1
36241;1
18455;0
29;0
18310;0
15878;1
6246;0
22685;1
24352;0
5775;0
17389;1
26095;0
14329;1
14823;0
21339;1
12180;0
33331;0
31413;0
23004;0
11459;1
8912;0
5148;1
28046;1
9951;1
7105;0
12110;0
28045;0
235;0
17455;1
14907;0
1823;1
33988;1
29298;0
14329;1
33808;1
9295;1
10409;1
22928;1
4160;1
7132;0
9057;1
28532;1
21969;1
11165;1
24912;1
21227;1
30001;1
33518;1
23163;1
14591;1
23171;1
3427;0
26615;0
5352;1
13000;1
3712;1
30459;1
25774;0
37110;1
6062;0
34789;0
20073;0
20603;1
34;0
36670;1
8086;1
20013;1
17634;0
8271;0
4935;0
16050;0
30858;0
11497;0
25807;1
5910;1
22460;1
2941;1
13492;1
27578;1
32665;1
7801;1
28624;0
5453;0
37250;0
28820;0
12741;0
22777;1
308;1
8093;1
16836;1
12971;0
7059;1
3553;1
26322;0
33367;0
20113;1
9865;1
28171;1
4819;1
11971;0
20111;1
14924;0
18842;0
27980;0
14087;0
3673;0
2762;0
2665;0
19866;1
5307;1
30173;1
22903;0
4853;1
21681;1
20569;1
32317;0
9018;1
20290;1
22686;0
4159;1
21999;0
1685;1
5380;1
27623;0
13328;1
23578;0
26747;1
11247;0
19743;1
27794;0
16665;1
25445;0
8693;1
24993;1
701;1
25973;1
17121;1
20648;1
30488;0
5351;1
8182;1
17372;0
11380;1
34401;1
20076;1
16140;1
423;1
16791;1
7835;0
14935;1
22995;1
10556;1
22817;0
3412;1
3138;1
2806;1
13369;1
6941;0
35526;1
29237;0
33768;1
2672;0
26099;0
716;0
27719;1
8304;1
17918;0
25244;0
