16174;0
17423;1
18028;1
1013;0
1894;0
161;0
12744;1
21883;0
24972;0
6686;1
18958;0
12011;0
20270;0
16314;0
17212;0
787;0
17806;1
18359;0
11806;0
21522;1
135;1
23039;0
20756;0
11336;1
3531;1
16240;1
23378;1
4606;0
15990;0
14617;0
5349;0
11265;0
16187;1
10903;0
24445;0
7248;1
19456;1
12346;1
24583;0
16949;0
16057;0
16769;1
8367;0
18540;1
16292;1
4019;0
16580;0
183;1
13990;0
18178;1
4914;0
7380;0
4861;1
10753;0
16955;0
2290;1
11615;1
2607;0
19208;0
8497;1
7550;0
20228;1
19533;1
13557;1
5607;1
8114;0
27451;0
16384;0
24941;0
11811;0
25008;1
21737;0
6881;1
11290;1
18601;1
1523;0
2442;0
10263;0
11433;0
4191;1
5332;1
4376;1
19043;1
17731;1
16049;1
8276;1
15493;1
19355;0
13551;1
1195;1
1555;0
13853;0
7614;0
2868;0
14225;1
27285;0
9283;1
3512;0
12110;0
19042;0
18792;0
11521;0
25041;0
1933;1
17511;1
23315;0
20390;1
4367;1
3871;0
19041;0
20542;1
17368;0
21267;0
11692;1
17140;1
22269;1
15960;0
21490;0
10649;1
9648;1
1577;0
13548;0
14160;0
4734;1
7483;0
8800;0
11872;0
9801;1
17415;0
4221;0
12919;0
20377;1
21890;0
20943;1
20713;1
496;0
13996;0
19722;1
22265;1
16514;1
4414;1
21496;0
5732;0
3313;1
22376;0
13850;0
21728;0
20183;1
6203;0
23527;1
4985;0
20247;1
20577;0
7006;1
23994;0
6371;1
1216;0
20053;1
11612;1
10741;1
24803;0
15620;1
9785;0
24273;0
3420;0
11181;1
4344;1
3837;0
18976;0
11704;0
20640;0
6139;0
8573;0
9158;0
403;0
8851;0
21337;0
19161;1
11082;0
5881;0
17025;0
20382;1
5476;1
19959;0
17365;0
2641;0
18342;0
683;1
9754;1
5536;1
8286;1
5391;0
19062;0
24348;1
14517;1
25223;0
299;1
15816;0
11377;0
18027;0
19567;1
16145;0
19337;0
8217;0
9272;0
16642;1
24727;1
25342;1
13377;1
2620;0
16260;0
8941;0
18088;1
7199;0
18194;0
18239;1
13052;0
1626;0
740;1
21691;0
12591;0
27138;1
17419;0
26776;0
10072;1
19811;0
838;1
21438;1
10066;1
17656;0
7764;0
21618;1
12792;0
5684;1
10021;1
19715;0
20256;1
22;0
3727;0
10101;1
8707;1
1637;1
22617;0
17140;1
18431;0
16598;0
10555;1
27217;1
2683;0
21926;0
13653;1
15526;1
19878;0
20838;1
11469;0
24711;0
17748;0
6694;1
7328;1
7830;0
6495;0
13534;1
19527;0
15049;0
9378;0
8109;1
12030;1
19548;1
18949;1
5001;0
2633;0
11835;0
5113;0
5446;0
19922;0
20088;0
25921;0
22194;0
204;0
8368;1
4870;0
8652;0
16462;0
15196;0
27455;1
10432;0
13728;0
12811;1
1406;1
24806;0
10961;1
6155;0
14613;1
25676;1
21640;1
26224;0
8215;1
8461;1
4370;0
25995;1
15614;1
9399;0
21863;0
25349;1
5832;1
17700;0
19270;0
